datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_ES_avg,carbon_intensity_exchange_ES_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_ES_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-04-01T00:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:21.952667+00:00,1617235200,PT,92.58,49.55,89.9,,132.98,5083,817,0,338,0,4604,entsoe.eu,13,85.58,12.35,87.65,,,404,0,3616,0,435,599,,29,65.27,0,351.69,3.26,3198.83,0.33,389.17,568.54,1.12,25.79,0,0,,-817,338,132.98,-2,2.69,3.98,287.79,280.89,0.17,43,4681,4604,508,0,3052
2021-04-01T01:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-03-14T14:44:21.952667+00:00,1617238800,PT,97.98,53.45,94.03,,129.42,4845,1033,0,610,0,4422,entsoe.eu,14,83.43,12.98,87.02,,,406,0,3351,0,459,600,,29,113.46,0,343.82,5.11,2936.63,0.58,408.45,586.41,1.94,25.6,0,0,,-1033,610,129.42,-2.04,3.34,0,287.46,281.16,0.07,42.99,4533,4453,550,0,2907
2021-04-01T02:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:22.564481+00:00,1617242400,PT,107.48,59.62,102.68,,137.64,4370,654,0,695,0,4411,entsoe.eu,15.63,81.21,14.32,85.68,,,405,0,2860,0,479,598,,28,139.4,0,371.02,5.94,2751.76,0.55,458.93,654.05,2.38,26.97,0,0,,-654,695,137.64,-1.97,3.39,0,286.88,281.42,0.17,42.88,4209,4353,815,0,2676
2021-04-01T03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:21.580766+00:00,1617246000,PT,116.26,65.12,111.96,,137.51,3970,541,0,802,0,4231,entsoe.eu,17.06,78.97,15.72,84.28,,,408,0,2409,1,528,597,,27,167.76,0,383.95,7.13,2434.81,1.52,521.11,684.82,2.75,27.13,0,0,,-541,802,137.51,-1.83,3.75,0,286.85,281.12,0.17,45.7,4233,4334,487,0,2518
2021-04-01T04:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-03-14T14:44:22.564481+00:00,1617249600,PT,119.38,66.8,118.16,,135.96,4172,148,0,308,0,4332,entsoe.eu,17.62,80.72,17.21,82.79,,,400,0,2296,1,757,691,,27,71.57,0,396.33,3.04,2337.8,1.23,761.56,731.72,1.21,27.54,0,0,,-148,308,135.96,-1.53,3.36,0,286.39,281.71,0.24,49.65,4436,4415,136,0,2418
2021-04-01T05:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-03-14T14:44:21.952667+00:00,1617253200,PT,135.3,78.94,135.28,,138.59,4607,17,0,25,0,4615,entsoe.eu,21,78.87,20.99,79.01,,,405,0,2083,1,1151,940,,27,5.95,0,404.33,0.26,2084.5,1.02,1149.86,941.97,0.11,27.02,0,0,,-17,25,138.59,-1.6,3.21,0,285.74,282.13,0.4,54.86,5314,4645,-683,0,2318
2021-04-01T06:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:28:27.375341+00:00,1617256800,PT,150.47,99.56,152.82,136.44,,4966,0,834,0,870,4930,entsoe.eu,21.33,78.67,21.33,78.67,,,387,0,1746,8,1588,1208,,29,0,0,328.95,0,1484.1,6.8,1349.8,1026.8,0,24.65,0,708.9,,834,-870,150.47,-1.37,3.13,0,285.35,282.43,0.58,61.13,6444,5085,-1313,3,2210
2021-04-01T07:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:35:03.914478+00:00,1617260400,PT,150.64,101.97,153.99,136.44,,5092,0,1204,0,642,5654,entsoe.eu,20.25,79.75,20.25,79.75,,,387,0,1551,101,1778,1246,,29,0,0,347.54,0,1392.85,90.7,1596.7,1118.95,0,26.04,0,1081.23,,1204,-642,150.64,-1.19,2.72,16.25,285.55,282.88,0.15,61.16,6791,5837,-1332,69,2072
2021-04-01T08:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:28:29.611427+00:00,1617264000,PT,157.31,103.27,161.53,136.44,139.53,4900,0,783,245,0,5928,entsoe.eu,22.68,76.41,22.68,77.32,,,393,0,1397,197,1624,1259,,30,53.52,0,400.44,3.59,1460.8,230.91,1654.58,1309.19,0.97,31.01,0,783,,783,245,139.53,-1.05,3.49,70.56,286.68,283.43,0.27,55,5885,6250,-24,163,1952
2021-04-01T09:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:28:27.375341+00:00,1617267600,PT,157.86,103.07,162.54,136.44,138.31,4840,0,737,352,0,5929,entsoe.eu,22.88,75.81,22.93,77.07,,,396,0,1398,240,1527,1250,,29,77.28,0,406.44,5.85,1481.19,306.92,1563.45,1318.97,1.4,30.51,0,737,,737,352,138.31,-0.67,3.97,142.77,287.9,283.57,0.49,50.12,5719,6379,329,232,1961
2021-04-01T10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-03-14T14:44:22.668019+00:00,1617271200,PT,160.39,99.67,169.78,,136.59,4535,243,0,1788,0,6080,entsoe.eu,26.07,67.88,27.85,72.15,,,379,0,1417,314,1162,1233,,30,367.9,0,412.67,30.45,1774.39,684.93,1254.9,1512.25,6.51,36.01,0,0,,-243,1788,136.59,-0.35,4.56,215.11,289.11,283.53,0.63,47.24,5664,6452,1304,276,1976
2021-04-01T11:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-03-14T14:44:22.668019+00:00,1617274800,PT,159.81,98.94,173.47,,129.96,4444,431,0,2033,0,6046,entsoe.eu,25.83,67.01,28.49,71.51,,,383,0,1407,351,1037,1236,,30,432.79,0,410.16,32.35,1733.8,816.06,1091.22,1486.64,6.98,35.99,0,0,,-431,2033,129.96,0.05,5.03,285.88,290,283.5,0.8,43.23,5196,6320,2021,302,1887
2021-04-01T12:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-03-14T14:44:22.564481+00:00,1617278400,PT,165.63,103.49,183.14,,136.37,4157,706,0,2488,0,5939,entsoe.eu,26.97,64.19,30.26,69.74,,,387,0,1422,370,720,1228,,30,525.09,0,406.81,36.89,1704.97,879.73,820.92,1520.46,8.13,35.98,0,0,,-706,2488,136.37,0.64,5.25,351.19,290.5,283.59,1.06,41.67,5034,6185,2518,316,1762
2021-04-01T13:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-03-14T14:44:22.668019+00:00,1617282000,PT,159.79,99.24,186.52,,126.28,4085,1301,0,3258,0,6042,entsoe.eu,25.67,62.9,30.82,69.18,,,393,0,1439,421,573,1230,,29,690.53,0,399.71,46.54,1710.01,1020.74,670.27,1458.7,10.41,35.3,0,0,,-1301,3258,126.28,1.3,5.05,662.41,290.79,283.59,0.28,40.53,4581,6294,3250,308,1611
2021-04-01T14:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:22.668019+00:00,1617285600,PT,166.16,103.37,196.29,,124.8,3879,588,0,2826,0,6117,entsoe.eu,26.85,62.54,32.61,67.39,,,393,0,1242,378,601,1236,,29,649.24,0,434.56,42.57,1670,986.84,734.19,1551.74,10.23,37.66,0,0,,-588,2826,124.8,2.15,4.78,601.28,290.48,283.87,0.58,42.99,4276,6276,2721,278,1422
2021-04-01T15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:29.611427+00:00,1617289200,PT,195.94,126.82,234.69,136.44,133.18,3676,0,79,2195,0,5950,entsoe.eu,32.75,58.13,39.81,60.19,,,381,0,942,262,596,1466,,29,542.29,0,449.23,36.96,1370.01,759.41,801.17,1864.04,8.94,38.95,0,79.02,,79,2195,133.18,2.36,4.27,597.36,290.26,283.95,0.99,49.35,4367,6205,1875,230,1218
2021-04-01T16:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:28:24.956138+00:00,1617292800,PT,216.37,145.1,274.62,136.44,144.3,3211,0,398,2154,0,5763,entsoe.eu,35.67,55.15,43,57,,,387,0,651,188,433,1522,,30,529.2,0,456.5,32.58,1049.88,530.78,742.94,1973.89,9.33,40.06,0,398.26,,398,2154,144.3,2.62,3.79,565.17,290.14,284.07,1.34,57.19,4567,6011,1939,164,973
2021-04-01T17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:29.611427+00:00,1617296400,PT,214.56,146.31,266.25,136.44,141.95,3366,0,740,1600,0,5706,entsoe.eu,33.98,58.59,38.11,61.89,,,402,0,437,128,834,1535,,30,424.16,0,455.11,22.01,715.8,239.33,1192.01,1872.03,7.09,37.56,0,740.92,,740,1600,141.95,2.79,3.07,517.38,289.37,284.43,1.75,62.26,5139,5938,1449,76,708
2021-04-01T18:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:28:27.375341+00:00,1617300000,PT,203.35,143.07,239.1,136.44,140.29,3876,0,1406,706,0,5988,entsoe.eu,29.52,67.16,30.35,69.65,,,407,0,298,22,1546,1573,,30,198.43,0,429.81,9.71,424.58,30.51,1730.08,1721.91,3.16,33.15,0,1406.77,,1406,706,140.29,2.52,2.19,458.62,288.24,284.63,2.24,66.41,6156,6187,459,7,504
2021-04-01T19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-04-07T11:28:27.375341+00:00,1617303600,PT,193.15,137.71,225.37,136.44,128.26,4141,0,1783,498,0,6422,entsoe.eu,26.61,71.11,27.08,72.92,,,404,0,222,0,1911,1575,,29,146.65,0,419.37,6.24,308.74,1.99,2053,1669.23,2.1,31.05,0,1783.62,,1783,498,128.26,2.1,1.43,30.74,286.65,284.31,0.42,66.6,6244,6440,428,0,404
2021-04-01T20:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:35:03.914478+00:00,1617307200,PT,205.44,144.04,253.94,136.44,130.16,3627,0,1352,1098,0,6077,entsoe.eu,30.2,64.26,32.11,67.89,,,411,0,146,0,1471,1570,,29,336.52,0,446.02,12.12,336.77,1.83,1767.08,1784.62,4.82,33.59,0,1353.65,,1352,1098,130.16,1.83,1.25,15.37,285.96,284.23,0.66,63.51,5497,6195,932,0,385
2021-04-01T21:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-04-07T11:35:01.147161+00:00,1617310800,PT,218.91,149.26,267.86,136.44,146.6,3393,0,682,1519,0,5594,entsoe.eu,35.14,56.16,38.94,61.06,,,407,0,158,0,1241,1558,,29,487.36,0,458.1,17.92,416.9,1.29,1580.3,1904.83,7.13,35.59,0,684.83,,682,1519,146.6,1.54,1.03,10.07,285.67,284.21,0.95,61.16,4908,5875,1373,0,406
2021-04-01T22:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:27.375341+00:00,1617314400,PT,204.82,134.01,236.71,136.44,161.71,3043,0,295,1783,0,5121,entsoe.eu,33.24,55.15,36.01,63.99,,,404,0,168,0,1269,1173,,29,594.73,0,467.46,21.07,444.91,1.55,1613.5,1635.44,8.55,37.13,0,296.67,,295,1783,161.71,1.56,1,7.55,285.46,284.13,1.16,58.89,3120,4763,1764,0,486
2021-04-01T23:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:28:27.375341+00:00,1617318000,PT,186.94,119.05,202.94,136.44,172.95,2537,0,293,1845,0,4675,entsoe.eu,28.89,57.24,27.95,72.05,,,397,0,177,0,1172,763,,28,648.63,0,466.42,23.1,439.76,1.1,1475.91,1281.49,9.2,36.8,0,293,,293,1845,172.95,1.63,0.92,6.04,285.2,283.99,1.34,57.97,2629,4450,1940,0,434
2021-04-02T00:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:35:01.147161+00:00,1617321600,PT,195.03,122.46,209.66,136.44,179.12,2360,0,59,1953,0,4372,entsoe.eu,31.49,52.48,31.46,68.54,,,394,0,271,0,934,733,,28,701.03,0,470.09,25.13,522.59,1.18,1241.43,1304,10,37.75,0,59,,59,1953,179.12,1.7,0.81,5.03,285.03,283.86,1.45,55.94,2375,4194,1956,0,483
2021-04-02T01:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:21.952667+00:00,1617325200,PT,194.87,121.62,203.51,,184.8,2283,6,0,1959,0,4236,entsoe.eu,31.71,51.68,30.88,69.12,,,393,0,427,0,758,677,,28,703.38,0,469.83,25.55,664.95,1.18,1053.25,1269.65,10.24,37.96,0,0,,-6,1959,184.8,1.67,0.66,0,284.84,283.74,0.21,54.86,2308,4041,1950,0,523
2021-04-02T02:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:21.952667+00:00,1617328800,PT,189.58,117.64,188.37,,191.12,2333,22,0,1847,0,4158,entsoe.eu,30.69,53.4,28.03,71.97,,,391,0,561,0,727,628,,26,661.51,0,461.65,23.96,790.95,1.11,966.5,1207.41,9.63,35.28,0,0,,-22,1847,191.12,1.65,0.46,0,284.6,283.51,0.45,53.2,2350,3947,1821,0,553
2021-04-02T03:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-03-14T14:44:22.668019+00:00,1617332400,PT,182.61,112.7,179.69,,186.64,2442,115,0,1769,0,4096,entsoe.eu,29.4,55.29,26.7,73.3,,,388,0,694,0,708,626,,26,627.36,0,446.33,22.63,917.82,1.05,899.39,1138.26,9.08,34.07,0,0,,-115,1769,186.64,1.73,0.3,0,284.51,283.42,0.76,52.7,2227,3909,1798,0,563
2021-04-02T04:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:35:03.914478+00:00,1617336000,PT,185.51,114.7,187.7,,180.48,2845,6,0,1242,0,4081,entsoe.eu,30.1,59.04,29.35,70.65,,,397,0,850,0,763,807,,28,443.11,0,445.26,16.22,1025.89,0.91,937.24,1171.59,6.43,34.19,0,0.15,,-6,1242,180.48,1.65,0.2,0,284.4,283.35,0.85,53.52,2641,3954,1362,0,550
2021-04-02T05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:35:03.914478+00:00,1617339600,PT,178.81,110.33,178.39,136.44,187.33,3617,0,55,452,0,4124,entsoe.eu,28.78,68.16,28.24,71.76,,,401,0,1008,0,1171,1010,,27,126.07,0,417.97,5.82,1064.44,0.37,1273.31,1149.57,2.17,29.28,0,55,,55,452,187.33,1.64,0.12,0,284.29,283.18,0.93,60.24,4340,4048,448,0,528
2021-04-02T06:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-04-07T11:28:29.611427+00:00,1617343200,PT,178.69,109.85,177.96,136.44,192.22,3811,0,21,272,0,4104,entsoe.eu,29,69.17,28.65,71.35,,,400,0,1027,7,1279,1070,,28,74.93,0,410.43,3.78,1055.81,12.88,1338.6,1156.03,1.22,29.33,0,21,,21,272,192.22,1.55,0.04,0,284.2,283.15,1.04,60.67,4761,4272,342,11,494
2021-04-02T07:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:27.375341+00:00,1617346800,PT,179.75,111.03,181.33,,173.52,3733,307,0,947,0,4373,entsoe.eu,29.29,64.46,29.2,70.8,,,400,0,811,78,1354,1062,,28,273.58,0,406.06,13.41,838.26,162.89,1410.25,1232.93,4.09,30.29,0,1.24,,-307,947,173.52,1.43,0.06,13.68,284.53,283.32,0.1,56.25,3715,4712,1019,141,439
2021-04-02T08:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:29.611427+00:00,1617350400,PT,192.31,119.42,204.86,,162.42,3266,3,0,1372,0,4635,entsoe.eu,31.37,59.59,33.22,66.78,,,400,0,574,213,994,1058,,27,418.97,0,446.88,21.86,693.33,453.42,1167.68,1393.16,5.99,32.96,0,0.75,,-3,1372,162.42,1.43,-0.04,55.74,285.24,283.52,0.19,52.97,3386,4924,1469,281,388
2021-04-02T09:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-03-14T14:44:21.580766+00:00,1617354000,PT,193.25,119.77,208.94,,161.97,3196,8,0,1603,0,4791,entsoe.eu,31.36,58.97,33.76,66.24,,,401,0,544,335,837,1052,,27,463.4,0,453.5,27.45,680.91,686.97,1003.71,1434.43,6.66,33.97,0,0,,-8,1603,161.97,1.57,-0.08,112.51,285.92,283.52,0.43,51.52,3408,5064,1625,390,359
2021-04-02T10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:28:24.956138+00:00,1617357600,PT,174.92,105.3,190.18,136.44,153.8,2976,0,14,2125,0,5115,entsoe.eu,27.29,60.95,29,71,,,397,0,458,430,824,840,,27,601.32,0,465.78,32.08,649.99,955.6,1032.39,1319.27,8.52,36.04,0,14.01,,14,2125,153.8,1.87,-0.09,175.29,286.7,283.36,0.51,46.51,3266,5244,2037,465,370
2021-04-02T11:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:28:24.956138+00:00,1617361200,PT,171.28,104.39,191.86,136.44,152.54,2646,0,234,2470,0,5350,entsoe.eu,25.56,61.66,26.25,73.75,,,395,0,364,455,676,729,,27,683.55,0,472.91,32.16,593.92,1089.78,908.26,1288.47,9.67,37.27,0,234,,234,2470,152.54,2.15,0.03,234.71,287.38,283.18,0.57,45.1,3251,5287,2431,507,440
2021-04-02T12:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:22.564481+00:00,1617364800,PT,170.99,102.87,198.58,,150.14,2512,622,0,3324,0,5214,entsoe.eu,26.63,58.15,29.7,70.3,,,395,0,339,394,638,719,,27,793.79,0,444.2,38.07,611.25,1114.7,861.84,1302.34,11.43,36.4,0,0,,-622,3324,150.14,2.41,0.19,292.5,288.2,283.06,0.63,41.1,3381,5233,3136,518,572
2021-04-02T13:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:22.668019+00:00,1617368400,PT,163.03,96.71,191.66,,144.12,2315,818,0,3504,0,5001,entsoe.eu,24.8,59.34,27.56,72.44,,,394,0,367,417,499,611,,27,793.36,0,431.31,43.76,683.21,1102.13,750.83,1149.09,11.6,35.72,0,0,,-818,3504,144.12,2.78,0.15,692.24,289.07,282.95,0.09,38.87,3594,5226,3247,499,750
2021-04-02T14:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-03-14T14:44:22.564481+00:00,1617372000,PT,161.78,95.86,194.98,,139.5,2255,798,0,3361,0,4818,entsoe.eu,24.43,59.25,28.16,71.84,,,395,0,433,402,390,609,,26,786.08,0,430.88,48.17,809.23,1020.51,594.06,1083.05,11.56,34.46,0,0,,-798,3361,139.5,3.04,-0.06,687.17,289.47,282.91,0.22,36.35,3494,5131,3507,452,943
2021-04-02T15:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:22.564481+00:00,1617375600,PT,161.11,96.22,200.02,,135.71,2279,1054,0,3491,0,4716,entsoe.eu,24.59,58.65,29.53,70.47,,,392,0,521,375,318,646,,27,790.43,0,411.99,44.3,929.49,914.84,509.48,1069.78,11.6,34.08,0,0,,-1054,3491,135.71,3.31,-0.17,643.03,289.32,282.8,0.33,35,3442,5033,3476,374,1081
2021-04-02T16:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-03-14T14:44:22.668019+00:00,1617379200,PT,149.57,87.17,156.65,,140.26,2890,348,0,2202,0,4744,entsoe.eu,22.47,65.8,22.46,77.54,,,382,0,689,263,907,622,,27,556.2,0,425.15,30.04,1037.99,615.85,1042.6,993.31,8.59,34.26,0,0,,-348,2202,140.26,3.13,-0.43,594.05,289.16,282.81,0.41,42,3394,4948,1938,264,1118
2021-04-02T17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:24.956138+00:00,1617382800,PT,152.32,95.61,156.3,136.44,148.89,3185,0,558,1117,0,4860,entsoe.eu,20.9,72.59,19.72,80.28,,,386,0,812,125,1124,710,,28,316.45,0,425.6,14.74,1060.75,230.81,1252.74,962.69,4.89,33.33,0,558,,558,1117,148.89,3.03,-0.8,537.86,288.78,282.9,0.57,49.72,3703,4988,972,117,1103
2021-04-02T18:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2022-04-07T11:28:29.611427+00:00,1617386400,PT,150.85,93.7,157.74,136.44,141.33,3154,0,332,1780,0,5266,entsoe.eu,22.18,67.59,21.37,78.63,,,382,0,794,19,1214,717,,28,538.37,0,441.65,21.06,1155.34,51.81,1577.13,1103.73,7.51,35.84,0,333.55,,332,1780,141.33,2.69,-0.94,476.27,287.85,283.38,0.87,57.04,4063,5386,1290,5,1039
2021-04-02T19:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:35:03.914478+00:00,1617390000,PT,142,91.9,147.15,136.44,133.13,3405,0,893,1415,0,5713,entsoe.eu,18.45,74.6,17.24,82.76,,,385,0,843,0,1436,714,,27,397.11,0,429.67,15.59,1108.94,9.53,1818.04,1000.22,5.56,32.76,0,895.58,,893,1415,133.13,2.22,-1.06,31.11,286.17,283.11,0.11,59.4,4585,5785,1393,0,964
2021-04-02T20:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-04-07T11:28:24.956138+00:00,1617393600,PT,144.83,90.79,149.71,136.44,137.32,3324,0,513,1584,0,5421,entsoe.eu,20.35,71.19,19.26,80.74,,,385,0,869,0,1331,713,,26,458.96,0,436.71,18.02,1165.1,6.36,1735.48,1046.18,6.43,32.48,0,515.29,,513,1584,137.32,1.6,-1.17,15.56,285.55,283.09,0.21,55.79,3879,5531,1603,0,875
2021-04-02T21:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:28:29.611427+00:00,1617397200,PT,145.26,93.02,146.7,136.44,147.37,3309,0,775,974,0,5058,entsoe.eu,18.86,75.04,17.38,82.62,,,387,0,804,0,1408,682,,28,308.59,0,421.57,12.3,1019.94,2.81,1573.78,905.12,4.28,32.41,0,777.2,,775,974,147.37,1.37,-1.23,10.1,285.21,283.12,0.26,48.49,3480,5229,1087,0,786
2021-04-02T22:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-04-07T11:28:27.375341+00:00,1617400800,PT,133.01,86.7,130.64,136.44,139.15,3011,0,1125,530,0,4666,entsoe.eu,14.07,82.17,12.84,87.16,,,377,0,761,0,1342,503,,28,175.98,0,397.05,4.61,904.98,0.98,1405.37,618.79,2.32,30.62,0,1125.47,,1125,530,139.15,1.07,-1.51,7.57,284.81,282.95,0.29,45.1,3274,4732,796,0,661
2021-04-02T23:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:35:03.914478+00:00,1617404400,PT,134.06,75.76,137.3,136.44,130.14,2259,0,148,1963,0,4370,entsoe.eu,18.71,66.03,15.7,84.3,,,403,0,716,0,762,349,,29,666.72,0,476.21,0.24,1265.44,3.58,991.99,770.82,8.36,38.39,0,148.24,,148,1963,130.14,0.84,-1.49,6.06,284.59,282.76,0.3,38.61,1976,4492,2122,0,618
2021-04-03T00:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:21.952667+00:00,1617408000,PT,140.56,78.74,153.71,,128.99,1956,75,0,2222,0,4103,entsoe.eu,20.73,61.11,19.07,80.93,,,403,0,708,0,472,344,,29,745.09,0,477.62,0.08,1335.3,3.82,690.62,802.05,9.35,39.07,0,0,,-75,2222,128.99,0.78,-1.45,5.05,284.44,282.59,0.3,38.38,1940,4214,2406,0,572
2021-04-03T01:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:22.564481+00:00,1617411600,PT,141.36,78.81,161.5,,124.23,1848,150,0,2172,0,3870,entsoe.eu,20.73,60.82,20.13,79.87,,,402,0,627,0,447,343,,29,713.94,0,464.24,0.2,1249.29,3.7,636.58,755.63,8.89,37.63,0,0,,-150,2172,124.23,0.67,-1.42,0,284.21,282.4,0,37.23,1934,4030,2374,0,552
2021-04-03T02:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-03-14T14:44:22.668019+00:00,1617415200,PT,138.58,77.87,166.62,,119.08,1785,505,0,2567,0,3847,entsoe.eu,20.51,59.71,20.95,79.05,,,397,0,567,0,447,346,,28,760.66,0,433.66,0.09,1243.93,3.75,615.82,744.51,9.45,35.13,0,0,,-505,2567,119.08,0.5,-1.49,0,283.97,282.27,0.01,37.1,1947,3936,2583,0,572
2021-04-03T03:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:22.668019+00:00,1617418800,PT,136.27,77.17,158.27,,121.32,1883,743,0,2770,0,3910,entsoe.eu,20.36,60.9,19.86,80.14,,,395,0,653,0,461,347,,27,732.91,0,414.39,0.07,1320.6,3.89,642.16,753.18,9.43,33.37,0,0,,-743,2770,121.32,0.57,-1.59,0,283.79,282.2,0.02,37.68,2112,3906,2895,0,629
2021-04-03T04:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-03-14T14:44:21.952667+00:00,1617422400,PT,135.09,73.96,142.89,,125.59,2126,30,0,1745,0,3841,entsoe.eu,19.45,68.55,17.73,82.27,,,399,0,847,1,502,349,,28,460.78,0,457.49,0,1454.03,2.81,718.78,704.12,6.96,36.03,0,0,,-30,1745,125.59,0.41,-1.55,0,283.52,282.01,0.03,40.1,2545,3827,1833,0,737
2021-04-03T05:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2022-04-07T11:28:24.956138+00:00,1617426000,PT,117.32,60.97,113.24,136.44,127.81,2834,0,10,1082,0,3926,entsoe.eu,15.9,77.03,13.57,86.43,,,402,0,1206,1,839,358,,28,277.52,0,439.41,0.19,1588.37,2.39,984.05,586.91,4.33,32.97,0,10,,10,1082,127.81,0.18,-1.7,0,283.24,281.82,0.04,42.01,2807,3842,949,0,872
2021-04-03T06:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2022-04-07T11:35:03.914478+00:00,1617429600,PT,110.88,64.17,105.21,136.44,121.49,3156,0,652,114,0,3922,entsoe.eu,10.82,88.45,10.53,89.47,,,397,0,1398,8,952,374,,27,28.58,0,400.88,0,1438.79,10.4,966.85,396.55,0.44,27.53,0,652,,652,114,121.49,-0.15,-1.64,0,283,281.59,0.05,45.88,4078,3775,-22,8,975
2021-04-03T07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2022-04-07T11:35:03.914478+00:00,1617433200,PT,106.83,55.34,104,136.44,113.73,3384,0,158,706,0,4248,entsoe.eu,13.2,82.88,12.11,87.89,,,406,0,1542,84,923,403,,26,166.47,0,428.48,0,1777.65,147.25,1009.33,529.36,2.57,28.9,0,158,,158,706,113.73,-0.34,-1.43,25.76,283.67,281.95,0,47.14,4222,4053,583,98,979
